Data,Horário Coleta,Estação,Tempo atm.,Local de coleta,Sub-família,Tribo,Gênero,Spp. de abelha,Sexo,n° do indivíduo,Código p/ área,Comp/larg (mm) do vis.,Spp. da flor,Família da planta,Outro lugar coletado,Cor da flor,Mácula da flor,Simetria floral,Guia de Néctar visível,Aroma,Recurso coletado,Polinizador,Outro visitante
03/11/24,10:20,Primavera,Nublado,R. Caminho da Serra,Apinae,Centridini,Centris,Centris sp.1,,125,B31,,Petrea volubilis,Verbenaceae,,Lilás,,Zigomorfa,,Não,Néctar,,
03/11/24,10:30,Primavera,Nublado,R. Caminho da Serra,Apinae,Ericrocidini,Mesoplia,Mesoplia sp.,,126,B32,,Petrea volubilis,Verbenaceae,,Lilás,,Zigomorfa,,Não,Néctar,,
03/11/24,10:35,Primavera,Nublado,R. Caminho da Serra,Apinae,Centridini,Centris,Centris sp.1,,127,B33,,Petrea volubilis,Verbenaceae,,Lilás,,Zigomorfa,,Não,Néctar,,
03/11/24,11:00,Primavera,Nublado,R. Caminho da Serra,Apinae,Centridini,Centris,Centris sp.1,,128,B34,,Petrea volubilis,Verbenaceae,,Lilás,,Zigomorfa,,Não,Néctar,,
03/11/24,11:30,Primavera,Nublado,R. Caminho da Serra,Apinae,Centridini,Centris,Centris sp.1,,129,B35,,Petrea volubilis,Verbenaceae,,Lilás,,Zigomorfa,,Não,Néctar,,
03/11/24,12:30,Primavera,Nublado,R. Caminho da Serra,Apinae,Eucerini,Thygater,Thygater sp.1,,130,B36,,Petrea volubilis,Verbenaceae,,Lilás,,Zigomorfa,,Não,Néctar,,
03/11/24,13:00,Primavera,Nublado,R. Caminho da Serra,Apinae,Eucerini,Thygater,Thygater sp.2,,131,B37,,Petrea volubilis,Verbenaceae,,Lilás,,Zigomorfa,,Não,Néctar,,
03/11/24,13:00,Primavera,Nublado,R. Caminho da Serra,Apinae,Eucerini,Thygater,Thygater sp.2,,132,B38,,Petrea volubilis,Verbenaceae,,Lilás,,Zigomorfa,,Não,Néctar,,
08/11/24,07:50,Primavera,Nublado,Trilha cachoeira (PEM),Apinae,Meliponini,Melipona,Melipona marginata carioca,,133,C24,,,,Chão,,,,,,Barro,,
08/11/24,07:50,Primavera,Nublado,Trilha cachoeira (PEM),Apinae,Meliponini,Melipona,Melipona marginata carioca,,134,C25,,,,Chão,,,,,,Barro,,
08/11/24,08:00,Primavera,Nublado,Trilha cachoeira (PEM),Apinae,Meliponini,Partamona,Partamona sp.,,135,C26,,,,Chão,,,,,,Barro,,
08/11/24,08:36,Primavera,Nublado,Trilha cachoeira (PEM),Apinae,Meliponini,Schwarziana,Schwarziana quadripunctata,,136,C27,,,,Ninho,,,,,,,,
08/11/24,08:36,Primavera,Nublado,Trilha cachoeira (PEM),Apinae,Meliponini,Schwarziana,Schwarziana quadripunctata,,137,C28,,,,Ninho,,,,,,,,
08/11/24,08:36,Primavera,Nublado,Trilha cachoeira (PEM),Apinae,Meliponini,Schwarziana,Schwarziana quadripunctata,,138,C29,,,,Ninho,,,,,,,,
08/11/24,08:36,Primavera,Nublado,Trilha cachoeira (PEM),Apinae,Meliponini,Schwarziana,Schwarziana quadripunctata,,139,C30,,,,Ninho,,,,,,,,
08/11/24,08:36,Primavera,Nublado,Trilha cachoeira (PEM),Apinae,Meliponini,Schwarziana,Schwarziana quadripunctata,,140,C31,,,,Ninho,,,,,,,,
08/11/24,10:11,Primavera,Nublado,Trilha cachoeira (PEM),Apinae,Meliponini,Partamona,Partamona sp.,,141,C32,,,,Chão,,,,,,Barro,,
08/11/24,10:11,Primavera,Nublado,Trilha cachoeira (PEM),Apinae,Meliponini,Partamona,Partamona sp.,,142,C33,,,,Chão,,,,,,Barro,,
19/11/24,09:50,Primavera,Sol/nuvens,Estrada da Torre (PEM),Apinae,Euglossini,Eufriesea,Eufriesea violacea,,143,D28,,Solanum hexandrum,Solanaceae,,Lilás,Amarelo,Actinomorfa,Não,,Pólen,,
19/11/24,11:20,Primavera,Sol/nuvens,Trilha torre/lagoa azul (PEM),Apinae,Tapinotaspidini,Paratetrapedia,Paratetrapedia sp.2,M,144,E1,,Caamembeca salicifolia,Polygalaceae,,Branca,Amarela/laranja/vermelha,Zigomorfa,,Não,Néctar,,
19/11/24,11:20,Primavera,Sol/nuvens,Trilha torre/lagoa azul (PEM),Apinae,Tapinotaspidini,Paratetrapedia,Paratetrapedia sp.2,M,145,E2,,Caamembeca salicifolia,Polygalaceae,,Branca,Amarela/laranja/vermelha,Zigomorfa,,Não,Néctar,,
19/11/24,11:35,Primavera,Sol/nuvens,Trilha torre/lagoa azul (PEM),Apinae,Meliponini,Partamona,Partamona sp.,,146,E3,,,,Chão,,,,,,Barro,,
19/11/24,12:00,Primavera,Sol/nuvens,Trilha torre/lagoa azul (PEM),Halictinae,Augochlorini,Pseudaugochlora,Psedaugochlora sp.1,,147,E4,,Caamembeca salicifolia,Polygalaceae,,Branca,Amarela/laranja/vermelha,Zigomorfa,,Não,Néctar,,
28/11/24,10:05,Primavera,Sol,Estrada da Torre (PEM),Apinae,Meliponini,Tetragonisca,Tetragonisca angustula,,148,D29,,Piper aduncum,Piperaceae,,Verde,,Actinomorfa,,Não,Pólen,,
28/11/24,10:15,Primavera,Sol,Estrada da Torre (PEM),Megachilinae,Megachilini,Megachile,Megachile sp.5,,149,D30,,Sphagneticola trilobata,Asteraceae,,Amarela,,Actinomorfa,,Não,Pólen,,"Baccha sp., Acroceridae"
28/11/24,10:15,Primavera,Sol,Estrada da Torre (PEM),Megachilinae,Megachilini,Coelioxys,Coelioxys sp.,,150,D31,,Sphagneticola trilobata,Asteraceae,,Amarela,,Actinomorfa,,Não,Néctar,,Mosca mydas
28/11/24,10:28,Primavera,Sol,Estrada da Torre (PEM),Apinae,Tapinotaspidini,Paratetrapedia,Paratetrapedia sp.3,,151,D32,,Stachytarpheta sp.,Verbenaceae,,Lilás,,Zigomorfa,,Não,Néctar,,
28/11/24,11:10,Primavera,Sol,Estrada da Torre (PEM),Apinae,Meliponini,Schwarziana,Schwarziana quadripunctata,,152,D33,,Piper aduncum,Piperaceae,,Verde,,Actinomorfa,,Não,Pólen,,
28/11/24,11:10,Primavera,Sol,Estrada da Torre (PEM),Apinae,Meliponini,Tetragona,Tetragona clavipes,,153,D34,,Piper aduncum,Piperaceae,,Verde,,Actinomorfa,,Não,Pólen,,
28/11/24,11:30,Primavera,Sol,Estrada da Torre (PEM),Apinae,Meliponini,Tetragonisca,Tetragonisca angustula,,154,D35,,Piper aduncum,Piperaceae,,Verde,,Actinomorfa,,Não,Pólen,,
28/11/24,11:30,Primavera,Sol,Estrada da Torre (PEM),Halictinae,Halictini,Dialictus,Dialictus sp.3,,155,D36,,Piper aduncum,Piperaceae,,Verde,,Actinomorfa,,Não,Pólen,,
28/11/24,11:42,Primavera,Sol,Estrada da Torre (PEM),Apinae,Meliponini,Melipona,Melipona bicolor,,156,D37,,,,Chão,,,,,,Barro,,
28/11/24,11:45,Primavera,Sol,Estrada da Torre (PEM),Apinae,Meliponini,Schwarziana,Schwarziana quadripunctata,,157,D38,,Piper aduncum,Piperaceae,,Verde,,Actinomorfa,,Não,Pólen,,
28/11/24,11:45,Primavera,Sol,Estrada da Torre (PEM),Apinae,Meliponini,Oxytrigona,Oxytrigona cagafogo,,158,D39,,Piper aduncum,Piperaceae,,Verde,,Actinomorfa,,Não,Pólen,,
28/11/24,11:45,Primavera,Sol,Estrada da Torre (PEM),Apinae,Meliponini,Oxytrigona,Oxytrigona cagafogo,,159,D40,,Piper aduncum,Piperaceae,,Verde,,Actinomorfa,,Não,Pólen,,
28/11/24,11:47,Primavera,Sol,Estrada da Torre (PEM),Apinae,Tapinotaspidini,Trigonopedia,Trigonopedia ferruginea,,160,D41,,Begonia concinna,Begoniaceae,,Branca,Amarela,Actinomorfa,,Não,Pólen,,
28/11/24,12:00,Primavera,Sol,Estrada da Torre (PEM),Apinae,Ceratinini,Ceratina,Ceratina (Crewella) sp.3,,161,D42,,Stachytarpheta sp.,Verbenaceae,,Lilás,,Zigomorfa,,Não,Néctar,,mosca parece bombus
28/11/24,12:03,Primavera,Sol,Estrada da Torre (PEM),Apinae,Ceratinini,Ceratina,Ceratina (Crewella) sp.3,,162,D43,,Acmellla ciliata,Asteraceae,,Amarela,,Actinomorfa,,Não,Pólen,,
28/11/24,12:29,Primavera,Sol,Estrada da Torre (PEM),Halictinae,Augochlorini,Augochloropsis,Augochloropsis sp.6,,163,D44,,Solanum hexandrum,Solanaceae,,Lilás,Amarela,Actinomorfa,,Não,pólen,,
28/11/24,12:30,Primavera,Sol,Estrada da Torre (PEM),Apinae,Meliponini,Plebeia,Plebeia droryana,,164,D45,,Solanum hexandrum,Solanaceae,,Lilás,Amarela,Actinomorfa,,Não,pólen,,
28/11/24,12:30,Primavera,Sol,Estrada da Torre (PEM),Apinae,Meliponini,Plebeia,Plebeia droryana,,165,D46,,Solanum hexandrum,Solanaceae,,Lilás,Amarela,Actinomorfa,,Não,pólen,,
28/11/24,13:00,Primavera,Sol,Estrada da Torre (PEM),Halictinae,Augochlorini,Augochlora,Augochlora sp.4,,166,D47,,Acmellla ciliata,Asteraceae,,Amarela,,Actinomorfa,,Não,Néctar,,
13/12/24,06:50,Primavera,Sol/nuvens,PNMSM (SEDE),Apinae,Meliponini,Trigona,Trigona sp.2,,167,,,Miconia dodecandra,Melastomataceae,,Branca,Amarela,Zigomorfa,,Não,Pólen,,
13/12/24,06:50,Primavera,Sol/nuvens,PNMSM (SEDE),Apinae,Meliponini,Trigona,Trigona sp.2,,168,,,Miconia dodecandra,Melastomataceae,,Branca,Amarela,Zigomorfa,,Não,Pólen,,
13/12/24,07:30,Primavera,Sol/nuvens,PNMSM (SEDE),Apinae,Euglossini,Euglossa,Euglossa sp.,,169,,,Spathiphyllum cannifolium,Araceae,,Branca,,Actinomorfa,,Sim,Aroma,,
13/12/24,10:00,Primavera,Sol/nuvens,PNMSM (SEDE),Apinae,Meliponini,Apis,Apis mellifera,,170,,,Psychotria leiocarpa,Rubiaceae,,Branca,Amarela,Actinomorfa,,,Néctar,,
13/12/24,10:15,Primavera,Sol/nuvens,PNMSM (SEDE),Apinae,Meliponini,Trigona,Trigona sp.2,,171,,,Psychotria leiocarpa,Rubiaceae,,Branca,Amarela,Actinomorfa,,,Néctar,,
13/12/24,10:15,Primavera,Sol/nuvens,PNMSM (SEDE),Apinae,Meliponini,Plebeia,Plebeia droryana,,172,,,Psychotria leiocarpa,Rubiaceae,,Branca,Amarela,Actinomorfa,,,Néctar,,
13/12/24,10:30,Primavera,Sol/nuvens,PNMSM (SEDE),Apinae,Meliponini,Plebeia,Plebeia droryana,,173,,,Psychotria leiocarpa,Rubiaceae,,Branca,Amarela,Actinomorfa,,,Néctar,,
13/12/24,11:00,Primavera,Sol/nuvens,PNMSM (SEDE),Halictinae,Augochlorini,Augochloropsis,Augochloropsis sp.3,,174,,,Piper aduncum,Piperaceae,,Verde,,Actinomorfa,,Não,Pólen,,
13/12/24,11:18,Primavera,Sol/nuvens,PNMSM (SEDE),Halictinae,Augochlorini,Ceratalictus,Ceratalictus sp.,,175,,,Piper aduncum,Piperaceae,,Verde,,Actinomorfa,,Não,Pólen,,
13/12/24,11:18,Primavera,Sol/nuvens,PNMSM (SEDE),Halictinae,Halictini,Dialictus,Dialictus sp.4,,176,,,Piper aduncum,Piperaceae,,Verde,,Actinomorfa,,Não,Pólen,,
13/12/24,11:18,Primavera,Sol/nuvens,PNMSM (SEDE),Apinae,Meliponini,Melipona,Melipona marginata carioca,,177,,,Piper aduncum,Piperaceae,,Verde,,Actinomorfa,,Não,Pólen,,
13/12/24,11:40,Primavera,Sol/nuvens,PNMSM (SEDE),Halictinae,Augochlorini,Augochloropsis,Augochloropsis sp.4,,178,,,Miconia dodecandra,Melastomataceae,,Branca,Amarela,Zigomorfa,,Não,Pólen,,
13/12/24,11:40,Primavera,Sol/nuvens,PNMSM (SEDE),Halictinae,Augochlorini,Augochloropsis,Augochloropsis sp.4,,179,,,Miconia dodecandra,Melastomataceae,,Branca,Amarela,Zigomorfa,,Não,Pólen,,
16/12/24,09:10,Primavera,Nublado,Trilha torre/lagoa azul (PEM),Apinae,Meliponini,Scaptotrigona,Scaptotrigona postica,,180,,,,,Ninho,,,,,,,,
16/12/24,09:10,Primavera,Nublado,Trilha torre/lagoa azul (PEM),Apinae,Meliponini,Scaptotrigona,Scaptotrigona postica,,181,,,,,Ninho,,,,,,,,
16/12/24,09:58,Primavera,Nublado,Trilha torre/lagoa azul (PEM),Apinae,Tapinotaspidini,Paratetrapedia,Paratetrapedia sp.3,,182,,,Psychotria leiocarpa,Rubiaceae,,Branca,Amarela,Actinomorfa,,,Néctar,,
16/12/24,10:00,Primavera,Nublado,Trilha torre/lagoa azul (PEM),Apinae,Osirini,Protosiris,Protosiris sp.1,,183,,,Psychotria leiocarpa,Rubiaceae,,Branca,Amarela,Actinomorfa,,,Néctar,,
16/12/24,14:29,Primavera,Nublado,Trilha torre/lagoa azul (PEM),Apinae,Osirini,Protosiris,Protosiris sp.1,,184,,,Psychotria leiocarpa,Rubiaceae,,Branca,Amarela,Actinomorfa,,,Néctar,,
07/01/25,08:38,Verão,Sol,Estrada da Torre (PEM),Apinae,Tetrapediini,Tetrapedia,Tetrapedia curvitarsis cf.,,185,,,Croton triqueter,Euphorbiaceae,,Branca,,Actinomorfa,,Não,Néctar,,
07/01/25,08:38,Verão,Sol,Estrada da Torre (PEM),Apinae,Tetrapediini,Tetrapedia,Tetrapedia curvitarsis cf.,,186,,,Croton triqueter,Euphorbiaceae,,Branca,,Actinomorfa,,Não,Néctar,,
07/01/25,08:44,Verão,Sol,Estrada da Torre (PEM),Apinae,Bombini,Bombus,Bombus brasiliensis,,187,,,Croton triqueter,Euphorbiaceae,,Branca,,Actinomorfa,,Não,Néctar,,
07/01/25,11:10,Verão,Sol,Estrada da Torre (PEM),Megachilinae,Anthidiini,**,Anthidiini sp.2,,188,,,Croton triqueter,Euphorbiaceae,,Branca,,Actinomorfa,,Não,Néctar,,
07/01/25,11:10,Verão,Sol,Estrada da Torre (PEM),Megachilinae,Anthidiini,**,Anthidiini sp.2,,189,,,Croton triqueter,Euphorbiaceae,,Branca,,Actinomorfa,,Não,Néctar,,
07/01/25,11:10,Verão,Sol,Estrada da Torre (PEM),Halictinae,Augochlorini,Augochloropsis,Augochloropsis sp.4,,190,,,Croton triqueter,Euphorbiaceae,,Branca,,Actinomorfa,,Não,Néctar,,
07/01/25,11:10,Verão,Sol,Estrada da Torre (PEM),Apinae,Meliponini,Melipona,Melipona marginata carioca,,191,,,Croton triqueter,Euphorbiaceae,,Branca,,Actinomorfa,,Não,Néctar,,
07/01/25,11:17,Verão,Sol,Estrada da Torre (PEM),Halictinae,Augochlorini,Augochlora,Augochlora sp.8,,192,,,Croton triqueter,Euphorbiaceae,,Branca,,Actinomorfa,,Não,Néctar,,
07/01/25,11:17,Verão,Sol,Estrada da Torre (PEM),Apinae,Meliponini,Melipona,Melipona marginata carioca,,193,,,Croton triqueter,Euphorbiaceae,,Branca,,Actinomorfa,,Não,Néctar,,
07/01/25,11:17,Verão,Sol,Estrada da Torre (PEM),Apinae,Meliponini,Plebeia,Plebeia remota,,194,,,Croton triqueter,Euphorbiaceae,,Branca,,Actinomorfa,,Não,Pólen,,
07/01/25,11:42,Verão,Sol,Estrada da Torre (PEM),Apinae,Meliponini,Nannotrigona,Nannotrigona testaceicornis,,195,,,Croton triqueter,Euphorbiaceae,,Branca,,Actinomorfa,,Não,Néctar,,
07/01/25,11:42,Verão,Sol,Estrada da Torre (PEM),Megachilinae,Megachilini,Megachile,Megachile sp.3,,196,,,Croton triqueter,Euphorbiaceae,,Branca,,Actinomorfa,,Não,Néctar,,
07/01/25,12:21,Verão,Sol,Estrada da Torre (PEM),Apinae,Apini,Apis,Apis mellifera,,197,,,Croton triqueter,Euphorbiaceae,,Branca,,Actinomorfa,,Não,Néctar,,
07/01/25,12:21,Verão,Sol,Estrada da Torre (PEM),Halictinae,Augochlorini,Augochlorella,Augochlorella sp.1,,198,,,Croton triqueter,Euphorbiaceae,,Branca,,Actinomorfa,,Não,Néctar,,
07/01/25,12:21,Verão,Sol,Estrada da Torre (PEM),Apinae,Exomalopsini,Exomalopsis,Exomalopsis sp.2,,199,,,Croton triqueter,Euphorbiaceae,,Branca,,Actinomorfa,,Não,Néctar,,
07/01/25,14:24,Verão,Sol,Estrada da Torre (PEM),Megachilinae,Megachilini,Megachile,Megachile sp.6,,200,,,Croton triqueter,Euphorbiaceae,,Branca,,Actinomorfa,,Não,Néctar,,
07/01/25,09:56,Verão,Sol,Estrada da Torre (PEM),Halictinae,Augochlorini,Augochlora,Augochlora sp.3,,201,,,,,Isca de Eucaliptol,,,,,Sim,Aroma,,
07/01/25,10:00,Verão,Sol,Estrada da Torre (PEM),Apinae,Osirini,Protosiris,Protosiris sp.2,,202,,,,Verbenaceae,Folha de Starchytapheta,,,,,Não,Pólen,,
07/01/25,10:06,Verão,Sol,Estrada da Torre (PEM),Halictinae,Augochlorini,Ariphanarthra,Ariphanarthra palpalis,,203,,,Saranthe eichileri,Marantaceae,,Branca,Amarela,Assimétrica,,Não,Néctar,,
07/01/25,10:30,Verão,Sol,Estrada da Torre (PEM),Apinae,Epicharitini,Epicharis,Epicharis sp.1 ,,204,,,Manettia mitis,Rubiaceae,,Rosa,Branca,Actinomorfa,,Não,Néctar,,
07/01/25,10:54,Verão,Sol,Estrada da Torre (PEM),Apinae,Meliponini,Melipona,Melipona quadrifasciata anthidioides,,205,,,,,Chão,,,,,,Barro,,
07/01/25,10:42,Verão,Sol,Estrada da Torre (PEM),Apinae,Tapinotaspidini,Paratetrapedia,Paratetrapedia sp.2,,206,,,Solanum hexandrum,Solanaceae,,Lilás,Amarela,Actinomorfa,,Não,Pólen,,
07/01/25,13:09,Verão,Sol,Estrada da Torre (PEM),Apinae,Eucerini,Trichocerapis,Trichocerapis mirabilis,,207,,,Saranthe eichileri,Marantaceae,,Branca,Amarela,Assimétrica,,,Néctar,,
24/01/25,11:15,Verão,Sol,Rio da Lagoa Azul,Apinae,Euglossini,Eulaema,Eulaema nigrita,,208,,,,,Tronco em decomposição,,,,,,,,
12/01/25,10:17,Verão,Sol,R. Caminho da Serra,Apinae,Euglossini,Euglossa,Euglossa sp.,,209,,,Dichorisandra thyrsiflora,Commelinaceae,,Lilás,Branca,Zigomorfa,,Não,Pólen,sim,
12/01/25,10:17,Verão,Sol,R. Caminho da Serra,Apinae,Meliponini,Trigona,Trigona sp.2,,210,,,Dichorisandra thyrsiflora,Commelinaceae,,Lilás,Branca,Zigomorfa,,Não,Pólen,,
21/06/24,10:26,Inverno,Sol,Estrada da Torre (PEM),Apinae,Meliponini,Tetragonisca,Tetragonisca angustula,,211,,,Begonia huegelii,Begoniaceae,,Branca,Amarela,Actinomorfa,,Não,Pólen,,
12/04/25,10:00,Outono,Sol,R. Caminho da Serra,Halictinae,Augochlorini,Pseudaugochlora,Pseudaugochlora sp.2,,212,,,Dichorisandra thyrsiflora,Commelinaceae,,Lilás,Branca,Zigomorfa,,Não,Pólen,sim,
12/04/25,10:00,Outono,Sol,R. Caminho da Serra,Halictinae,Augochlorini,Pseudaugochlora,Pseudaugochlora sp.2,,213,,,Dichorisandra thyrsiflora,Commelinaceae,,Lilás,Branca,Zigomorfa,,Não,Pólen,,
02/05/25,09:15,Outono,Sol,Estrada da Torre (PEM),Halictinae,Augochlorini,Augochlora,Augochlora sp.5,,214,,,Sphagneticola trilobata,Asteraceae,,Amarela,,Actinomorfa,,Não,Néctar,,
02/05/25,11:00,Outono,Sol,Estrada da Torre (PEM),Halictinae,Augochlorini,Augochlora,Augochlora sp.5,,215,,,Sphagneticola Trilobata,Asteraceae,,Amarela,,Actinomorfa,,Não,Néctar,,
20/05/25,08:40,Outono,Sol,Trilha para Itapiranga (Pedra da Contenda),Apinae,Meliponini,Plebeia,Plebeia droryana,,216,,,Adenocalymma sp.,Bignoniaceae,,Amarela,,Zigomorfa,,Não,Néctar,,
20/05/25,07:32,Outono,,Trilha para Itapiranga (Pedra da Contenda),Apinae,Meliponini,Melipona,Melipona bicolor,,217,,,Eugenia sp. nv.,Myrtaceae,,Branca,,Actinomorfa,,Sim,Pólen,,
03/06/25,,Outono,,Rampa de Vôo (PNMNI),Apinae,Meliponini,Scaptotrigona,Scaptotrigona postica,,218,,,Myrtaceae rampa de voo,Myrtaceae,,Branca,,Actinomorfa,,Sim,Pólen,,
03/06/25,,Outono,Sol,"""Céu aberto""",Apinae,Meliponini,Nannotrigona,Nannotrigona testaceicornis,,219,,,Croton sp.,Euphorbiaceae,,Branca,,Actinomorfa,,Não,Néctar,,
03/06/25,09:00,Outono,,Rampa de Vôo (PNMNI),Apinae,Meliponini,Partamona,Partamona sp.,,220,,,Sapindaceae sp.,Sapindaceae,,Branca,,Actinomorfa,,Não,,,
03/06/25,08:12,Outono,,Rampa de Vôo (PNMNI),Apinae,Meliponini,Schwarziana,Schwarziana quadripunctata,,221,,,,,Araceae do stive,,,,,Sim,Exsudato,,
03/06/25,,Outono,Sol,"""Céu aberto""",Halictinae,Augochlorini,Augochlorodes,Augochlorodes sp.,,222,,,Croton sp.,Euphorbiaceae,,Branca,,Actinomorfa,,Não,Néctar,,
03/06/25,,Outono,Sol,"""Céu aberto""",Megachilinae,Anthidiini,**,Anthidiini sp.2,,223,,,Croton sp.,Euphorbiaceae,,Branca,,Actinomorfa,,Não,Néctar,,
03/06/25,,Outono,Sol,"""Céu aberto""",Megachilinae,Anthidiini,**,Anthidiini sp.2,,224,,,Croton sp.,Euphorbiaceae,,Branca,,Actinomorfa,,Não,Néctar,,
07/06/25,07:48,Inverno,Nublado,Estrada da Torre (PEM),Apinae,Bombini,Bombus,Bombus morio,,225,,,Tithonia diversifolia,Asteraceae,,Amarela,,Actinomorfa,,Não,Néctar e Pólen,,
27/06/25,11:03,Inverno,Sol,Mirante da Torre,Apinae,Meliponini,Nannotrigona,Nannotrigona testaceicornis,,226,,,Mikania sp.,Asteraceae,,Branca,,Actinomorfa,,Sim,Néctar,,
27/06/25,11:05,Inverno,Sol,Mirante da Torre,Apinae,Meliponini,Schwarziana,Schwarziana quadripunctata,,227,,,Mikania sp.,Asteraceae,,Branca,,Actinomorfa,,Sim,Néctar,,muitos diptera
11/07/25,09:30,Inverno,,R. Caminho da Serra,Apinae,Epicharitini,Epicharis,Epicharis sp.2,,228,,,Bauhinia variegata,Fabaceae,,Rosa,,Zigomorfa,,,Néctar,,
11/07/25,09:30,Inverno,,R. Caminho da Serra,Apinae,Meliponini,Tetragona,Tetragona clavipes,,229,,,Bauhinia variegata,Fabaceae,,Rosa,,Zigomorfa,,,Néctar,,
1/10/25,11:07,Primavera,,Cano para a Janela do céu,Apinae,Meliponini,Melipona,Melipona mondury,,230,,,,,Morta,,,,,,,,
11/11/25,09:07,Primavera,,Poço das cobras,Apinae,Meliponini,Trigona,Trigona spinipes,,231,,,Erythroxylum sp.,Erythroxylaceae,,Branca,,Actinomorfa,,Não,Néctar,,
11/11/25,09:07,Primavera,,Poço das cobras,Halictinae,Augochlorini,Augochloropsis,Augochloropsis sp.8,,232,,,Erythroxylum sp.,Erythroxylaceae,,Branca,,Actinomorfa,,Não,Néctar,,
11/11/25,09:07,Primavera,,Poço das cobras,Apinae,Apini,Apis,Apis mellifera,,233,,,Erythroxylum sp.,Erythroxylaceae,,Branca,,Actinomorfa,,Não,Néctar,,
11/11/25,09:07,Primavera,,Poço das cobras,Halictinae,Augochlorini,Augochlora,Augochlora sp.6,,234,,,Erythroxylum sp.,Erythroxylaceae,,Branca,,Actinomorfa,,Não,Néctar,,
11/11/25,09:07,Primavera,,Poço das cobras,Apinae,Meliponini,Plebeia,Plebeia droryana,,235,,,Erythroxylum sp.,Erythroxylaceae,,Branca,,Actinomorfa,,Não,Néctar,,
11/11/25,09:07,Primavera,,Poço das cobras,Halictinae,Augochlorini,Augochlora,Augochlora sp.4,,236,,,Erythroxylum sp.,Erythroxylaceae,,Branca,,Actinomorfa,,Não,Néctar,,
11/11/25,09:07,Primavera,,Poço das cobras,Halictinae,Augochlorini,Augochlora,Augochlora sp.6,,237,,,Erythroxylum sp.,Erythroxylaceae,,Branca,,Actinomorfa,,Não,Néctar,,
11/11/25,09:30,Primavera,,Poço das cobras,Apinae,Meliponini,Melipona,Melipona bicolor,,238,,,Mimosoideae sp.,Fabaceae,,Creme,,,,,Néctar,,
20/11/25,07:40,Primavera,,Rampa de vôo,Apinae,Meliponini,Melipona,Melipona quadrifasciata anthidioides,,239,,,Miconia sp.,Melastomataceae,,Branca,,Actinomorfa,,Sim,Pólen,,
20/11/25,07:40,Primavera,,Rampa de vôo,Apinae,Meliponini,Melipona,Melipona bicolor,,240,,,Miconia sp.,Melastomataceae,,Branca,,Actinomorfa,,Sim,Pólen,,
20/11/25,07:40,Primavera,,Rampa de vôo,Apinae,Meliponini,Schwarziana,Schwarziana quadripunctata,,241,,,Miconia sp.,Melastomataceae,,Branca,,Actinomorfa,,Sim,Pólen,,
20/11/25,10:00,Primavera,,Céu aberto chão oco,Apinae,Meliponini,Trigona,Trigona spinipes,,242,,,Passiflora cf. mediterranea,Passifloraceae,,Branca,Rosa,Actinomorfa,,Não,Pólen,,
20/11/25,10:00,Primavera,,Céu aberto chão oco,Halictinae,Augochlorini,Neocorynurella,Neocorynurella sp.,,243,,,Passiflora cf. mediterranea,Passifloraceae,,Branca,Rosa,Actinomorfa,,Não,Néctar,,
20/11/25,10:00,Primavera,,Céu aberto chão oco,Apinae,Ceratinini,Ceratina,Ceratina (ceratinula) sp.2,,244,,,Passiflora cf. mediterranea,Passifloraceae,,Branca,Rosa,Actinomorfa,,Não,Néctar,,
12/12/25,07:14,Primavera,Nublado,Estrada da Torre (PEM),Apinae,Xylocopini,Xylocopa,Xylocopa sp.3,,245,,,Solanum sp.1,Solanaceae,,Branca,Amarela,,,Não,Pólen,,
12/12/25,07:19,Primavera,Nublado,Estrada da Torre (PEM),Apinae,Euglossini,Eufriesea,Eufriesea violacea,,246,,,Solanum sp.1,Solanaceae,,Branca,Amarela,,,Não,Pólen,,
12/12/25,07:21,Primavera,Nublado,Estrada da Torre (PEM),Halictinae,Augochlorini,Augochlora,Augochlora sp.4,,247,,,Solanum sp.1,Solanaceae,,Branca,Amarela,,,Não,Pólen,,
12/12/25,07:40,Primavera,Nublado,Estrada da Torre (PEM),Megachilinae,Megachilini,Megachile,Megachile sp. 7,,248,,,Sphagneticola trilobata,Asteraceae,,Amarela,,,,Não,Pólen,,
12/12/25,07:40,Primavera,Nublado,Estrada da Torre (PEM),Megachilinae,Megachilini,Megachile,Megachile sp. 7,,249,,,Sphagneticola trilobata,Asteraceae,,Amarela,,,,Não,Pólen,,
12/12/25,07:54,Primavera,Nublado,Estrada da Torre (PEM),Halictinae,Augochlorini,Augochlora,Augochlora sp.9,,250,,,Solanum hexandrum,Solanaceae,,Lilás,Amarelo,,,Não,Pólen,,
12/12/25,08:33,Primavera,Nublado,Estrada da Torre (PEM),Halictinae,Augochlorini,Augochlora,Augochlora sp.4,,251,,,Solanum sp.2,Solanaceae,,Branca,lilás/verde,,,Não,Pólen,,
12/12/25,10:37,Primavera,Nublado,Estrada da Torre (PEM),Apinae,Tapinotaspidini,Paratetrapedia,Paratetrapedia sp.1,F,252,,,Solanum hexandrum,Solanaceae,,,,,,Não,Pólen,,
12/12/25,11:42,Primavera,Nublado,Estrada da Torre (PEM),Halictinae,Augochlorini,Augochlora,Augochlora sp.7,,253,,,Sphagneticola trilobata,Asteraceae,,,,,,Não,Pólen,,
